pokemon_species_id,local_language_id,name,genus
134,12,水伊布,吐泡宝可梦
135,1,サンダース,かみなりポケモン
135,2,Thunders,
135,3,쥬피썬더,번개포켓몬
135,4,雷伊布,雷寶可夢
135,5,Voltali,Pokémon Orage
135,6,Blitza,Blitz-Pokémon
135,7,Jolteon,Pokémon Relámpago
135,8,Jolteon,Pokémon Luminoso
135,9,Jolteon,Lightning Pokémon
135,11,サンダース,かみなりポケモン
135,12,雷伊布,雷宝可梦
136,1,ブースター,ほのおポケモン
136,2,Booster,
136,3,부스터,불꽃포켓몬
136,4,火伊布,火寶可夢
136,5,Pyroli,Pokémon Flamme
136,6,Flamara,Feuer-Pokémon
136,7,Flareon,Pokémon Llama
136,8,Flareon,Pokémon Fiamma
136,9,Flareon,Flame Pokémon
136,11,ブースター,ほのおポケモン
136,12,火伊布,火宝可梦
137,1,ポリゴン,バーチャルポケモン
137,2,Porygon,
137,3,폴리곤,가상포켓몬
137,4,多邊獸,虛擬寶可夢
137,5,Porygon,Pokémon Virtuel
137,6,Porygon,Virtuell-Pokémon
137,7,Porygon,Pokémon Virtual
137,8,Porygon,Pokémon Virtuale
137,9,Porygon,Virtual Pokémon
137,11,ポリゴン,バーチャルポケモン
137,12,多边兽,虚拟宝可梦
138,1,オムナイト,うずまきポケモン
138,2,Omnite,
138,3,암나이트,소용돌이포켓몬
138,4,菊石獸,漩渦寶可夢
138,5,Amonita,Pokémon Spirale
138,6,Amonitas,Spiralen-Pokémon
138,7,Omanyte,Pokémon Espiral
138,8,Omanyte,Pokémon Spirale
138,9,Omanyte,Spiral Pokémon
138,11,オムナイト,うずまきポケモン
138,12,菊石兽,漩涡宝可梦
139,1,オムスター,うずまきポケモン
139,2,Omstar,
139,3,암스타,소용돌이포켓몬
139,4,多刺菊石獸,漩渦寶可夢
139,5,Amonistar,Pokémon Spirale
139,6,Amoroso,Spiralen-Pokémon
139,7,Omastar,Pokémon Espiral
139,8,Omastar,Pokémon Spirale
139,9,Omastar,Spiral Pokémon
139,11,オムスター,うずまきポケモン
139,12,多刺菊石兽,漩涡宝可梦
140,1,カブト,こうらポケモン
140,2,Kabuto,
140,3,투구,껍질포켓몬
140,4,化石盔,甲殼寶可夢
140,5,Kabuto,Pokémon Carapace
140,6,Kabuto,Schaltier-Pokémon
140,7,Kabuto,Pokémon Armazón
140,8,Kabuto,Pokémon Crostaceo
140,9,Kabuto,Shellfish Pokémon
140,11,カブト,こうらポケモン
140,12,化石盔,甲壳宝可梦
141,1,カブトプス,こうらポケモン
141,2,Kabutops,
141,3,투구푸스,껍질포켓몬
141,4,鐮刀盔,甲殼寶可夢
141,5,Kabutops,Pokémon Carapace
141,6,Kabutops,Schaltier-Pokémon
141,7,Kabutops,Pokémon Armazón
141,8,Kabutops,Pokémon Crostaceo
141,9,Kabutops,Shellfish Pokémon
141,11,カブトプス,こうらポケモン
141,12,镰刀盔,甲壳宝可梦
142,1,プテラ,かせきポケモン
142,2,Ptera,
142,3,프테라,화석포켓몬
142,4,化石翼龍,化石寶可夢
142,5,Ptéra,Pokémon Fossile
142,6,Aerodactyl,Fossil-Pokémon
142,7,Aerodactyl,Pokémon Fósil
142,8,Aerodactyl,Pokémon Fossile
142,9,Aerodactyl,Fossil Pokémon
142,11,プテラ,かせきポケモン
142,12,化石翼龙,化石宝可梦
143,1,カビゴン,いねむりポケモン
143,2,Kabigon,
143,3,잠만보,졸음포켓몬
143,4,卡比獸,瞌睡寶可夢
143,5,Ronflex,Pokémon Pionceur
143,6,Relaxo,Tagträumer-Pokémon
143,7,Snorlax,Pokémon Dormir
143,8,Snorlax,Pokémon Sonno
143,9,Snorlax,Sleeping Pokémon
143,11,カビゴン,いねむりポケモン
143,12,卡比兽,瞌睡宝可梦
144,1,フリーザー,れいとうポケモン
144,2,Freezer,
144,3,프리져,냉동포켓몬
144,4,急凍鳥,冰凍寶可夢
144,5,Artikodin,Pokémon Glaciaire
144,6,Arktos,Eis-Pokémon
144,7,Articuno,Pokémon Congelar
144,8,Articuno,Pokémon Gelo
144,9,Articuno,Freeze Pokémon
144,11,フリーザー,れいとうポケモン
144,12,急冻鸟,冰冻宝可梦
145,1,サンダー,でんげきポケモン
145,2,Thunder,
145,3,썬더,전기포켓몬
145,4,閃電鳥,電擊寶可夢
145,5,Électhor,Pokémon Électrique
145,6,Zapdos,Elektro-Pokémon
145,7,Zapdos,Pokémon Eléctrico
145,8,Zapdos,Pokémon Elettrico
145,9,Zapdos,Electric Pokémon
145,11,サンダー,でんげきポケモン
145,12,闪电鸟,电击宝可梦
146,1,ファイヤー,かえんポケモン
146,2,Fire,
146,3,파이어,화염포켓몬
146,4,火焰鳥,火焰寶可夢
146,5,Sulfura,Pokémon Flamme
146,6,Lavados,Flammen-Pokémon
146,7,Moltres,Pokémon Llama
146,8,Moltres,Pokémon Fiamma
146,9,Moltres,Flame Pokémon
146,11,ファイヤー,かえんポケモン
146,12,火焰鸟,火焰宝可梦
147,1,ミニリュウ,ドラゴンポケモン
147,2,Miniryu,
147,3,미뇽,드래곤포켓몬
147,4,迷你龍,龍寶可夢
147,5,Minidraco,Pokémon Dragon
147,6,Dratini,Drachen-Pokémon
147,7,Dratini,Pokémon Dragón
147,8,Dratini,Pokémon Drago
147,9,Dratini,Dragon Pokémon
147,11,ミニリュウ,ドラゴンポケモン
147,12,迷你龙,龙宝可梦
148,1,ハクリュー,ドラゴンポケモン
148,2,Hakuryu,
148,3,신뇽,드래곤포켓몬
148,4,哈克龍,龍寶可夢
148,5,Draco,Pokémon Dragon
148,6,Dragonir,Drachen-Pokémon
148,7,Dragonair,Pokémon Dragón
148,8,Dragonair,Pokémon Drago
148,9,Dragonair,Dragon Pokémon
148,11,ハクリュー,ドラゴンポケモン
148,12,哈克龙,龙宝可梦
149,1,カイリュー,ドラゴンポケモン
149,2,Kairyu,
149,3,망나뇽,드래곤포켓몬
149,4,快龍,龍寶可夢
149,5,Dracolosse,Pokémon Dragon
149,6,Dragoran,Drachen-Pokémon
149,7,Dragonite,Pokémon Dragón
149,8,Dragonite,Pokémon Drago
149,9,Dragonite,Dragon Pokémon
149,11,カイリュー,ドラゴンポケモン
149,12,快龙,龙宝可梦
150,1,ミュウツー,いでんしポケモン
150,2,Mewtwo,
150,3,뮤츠,유전포켓몬
150,4,超夢,基因寶可夢
150,5,Mewtwo,Pokémon Génétique
150,6,Mewtu,Genmutanten-Pokémon
150,7,Mewtwo,Pokémon Genético
150,8,Mewtwo,Pokémon Genetico
150,9,Mewtwo,Genetic Pokémon
150,11,ミュウツー,いでんしポケモン
150,12,超梦,基因宝可梦
151,1,ミュウ,しんしゅポケモン
151,2,Mew,
151,3,뮤,신종포켓몬
151,4,夢幻,新種寶可夢
151,5,Mew,Pokémon Nouveau
151,6,Mew,Neue Art-Pokémon
151,7,Mew,Pokémon Nueva Especie
151,8,Mew,Pokémon Novaspecie
151,9,Mew,New Species Pokémon
151,11,ミュウ,しんしゅポケモン
151,12,梦幻,新种宝可梦
